antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"loss of smell, swelled lymph nodes",high fever,0.023170731707317073,0.27682926829268295,0.02195121951219512,0.9473684210526315,3.422211917458845,1.0,0.015536882807852467,13.74024390243901,0.7245803856290747,0.07894736842105261,0.9272210881334871,0.5133317876188268
"loss of smell, malaise",high fever,0.023170731707317073,0.27682926829268295,0.02195121951219512,0.9473684210526315,3.422211917458845,1.0,0.015536882807852467,13.74024390243901,0.7245803856290747,0.07894736842105261,0.9272210881334871,0.5133317876188268
"fatigue, pain behind the eyes",high fever,0.023170731707317073,0.27682926829268295,0.02195121951219512,0.9473684210526315,3.422211917458845,1.0,0.015536882807852467,13.74024390243901,0.7245803856290747,0.07894736842105261,0.9272210881334871,0.5133317876188268
"fatigue, loss of smell",high fever,0.023170731707317073,0.27682926829268295,0.02195121951219512,0.9473684210526315,3.422211917458845,1.0,0.015536882807852467,13.74024390243901,0.7245803856290747,0.07894736842105261,0.9272210881334871,0.5133317876188268
"fast heart rate, malaise",high fever,0.023170731707317073,0.27682926829268295,0.02195121951219512,0.9473684210526315,3.422211917458845,1.0,0.015536882807852467,13.74024390243901,0.7245803856290747,0.07894736842105261,0.9272210881334871,0.5133317876188268
"fatigue, redness of eyes",high fever,0.023170731707317073,0.27682926829268295,0.02195121951219512,0.9473684210526315,3.422211917458845,1.0,0.015536882807852467,13.74024390243901,0.7245803856290747,0.07894736842105261,0.9272210881334871,0.5133317876188268
"fatigue, throat irritation",high fever,0.023170731707317073,0.27682926829268295,0.02195121951219512,0.9473684210526315,3.422211917458845,1.0,0.015536882807852467,13.74024390243901,0.7245803856290747,0.07894736842105261,0.9272210881334871,0.5133317876188268
"fatigue, stomach bleeding",high fever,0.023170731707317073,0.27682926829268295,0.02195121951219512,0.9473684210526315,3.422211917458845,1.0,0.015536882807852467,13.74024390243901,0.7245803856290747,0.07894736842105261,0.9272210881334871,0.5133317876188268
"fatigue, sinus pressure",high fever,0.023170731707317073,0.27682926829268295,0.02195121951219512,0.9473684210526315,3.422211917458845,1.0,0.015536882807852467,13.74024390243901,0.7245803856290747,0.07894736842105261,0.9272210881334871,0.5133317876188268
"fatigue, rusty sputum",high fever,0.023170731707317073,0.27682926829268295,0.02195121951219512,0.9473684210526315,3.422211917458845,1.0,0.015536882807852467,13.74024390243901,0.7245803856290747,0.07894736842105261,0.9272210881334871,0.5133317876188268
"fatigue, runny nose",high fever,0.023170731707317073,0.27682926829268295,0.02195121951219512,0.9473684210526315,3.422211917458845,1.0,0.015536882807852467,13.74024390243901,0.7245803856290747,0.07894736842105261,0.9272210881334871,0.5133317876188268
"fast heart rate, phlegm",high fever,0.023170731707317073,0.27682926829268295,0.02195121951219512,0.9473684210526315,3.422211917458845,1.0,0.015536882807852467,13.74024390243901,0.7245803856290747,0.07894736842105261,0.9272210881334871,0.5133317876188268
"headache, sinus pressure",high fever,0.023170731707317073,0.27682926829268295,0.02195121951219512,0.9473684210526315,3.422211917458845,1.0,0.015536882807852467,13.74024390243901,0.7245803856290747,0.07894736842105261,0.9272210881334871,0.5133317876188268
"headache, redness of eyes",high fever,0.023170731707317073,0.27682926829268295,0.02195121951219512,0.9473684210526315,3.422211917458845,1.0,0.015536882807852467,13.74024390243901,0.7245803856290747,0.07894736842105261,0.9272210881334871,0.5133317876188268
"headache, phlegm",high fever,0.023170731707317073,0.27682926829268295,0.02195121951219512,0.9473684210526315,3.422211917458845,1.0,0.015536882807852467,13.74024390243901,0.7245803856290747,0.07894736842105261,0.9272210881334871,0.5133317876188268
"headache, loss of smell",high fever,0.023170731707317073,0.27682926829268295,0.02195121951219512,0.9473684210526315,3.422211917458845,1.0,0.015536882807852467,13.74024390243901,0.7245803856290747,0.07894736842105261,0.9272210881334871,0.5133317876188268
"headache, joint pain",high fever,0.023170731707317073,0.27682926829268295,0.02195121951219512,0.9473684210526315,3.422211917458845,1.0,0.015536882807852467,13.74024390243901,0.7245803856290747,0.07894736842105261,0.9272210881334871,0.5133317876188268
"headache, runny nose",high fever,0.023170731707317073,0.27682926829268295,0.02195121951219512,0.9473684210526315,3.422211917458845,1.0,0.015536882807852467,13.74024390243901,0.7245803856290747,0.07894736842105261,0.9272210881334871,0.5133317876188268
"headache, throat irritation",high fever,0.023170731707317073,0.27682926829268295,0.02195121951219512,0.9473684210526315,3.422211917458845,1.0,0.015536882807852467,13.74024390243901,0.7245803856290747,0.07894736842105261,0.9272210881334871,0.5133317876188268
"breathlessness, rusty sputum",high fever,0.023170731707317073,0.27682926829268295,0.02195121951219512,0.9473684210526315,3.422211917458845,1.0,0.015536882807852467,13.74024390243901,0.7245803856290747,0.07894736842105261,0.9272210881334871,0.5133317876188268
"breathlessness, mild fever",high fever,0.023170731707317073,0.27682926829268295,0.02195121951219512,0.9473684210526315,3.422211917458845,1.0,0.015536882807852467,13.74024390243901,0.7245803856290747,0.07894736842105261,0.9272210881334871,0.5133317876188268
"breathlessness, loss of appetite",high fever,0.023170731707317073,0.27682926829268295,0.02195121951219512,0.9473684210526315,3.422211917458845,1.0,0.015536882807852467,13.74024390243901,0.7245803856290747,0.07894736842105261,0.9272210881334871,0.5133317876188268
"breathlessness, fast heart rate",high fever,0.023170731707317073,0.27682926829268295,0.02195121951219512,0.9473684210526315,3.422211917458845,1.0,0.015536882807852467,13.74024390243901,0.7245803856290747,0.07894736842105261,0.9272210881334871,0.5133317876188268
"breathlessness, swelled lymph nodes",high fever,0.023170731707317073,0.27682926829268295,0.02195121951219512,0.9473684210526315,3.422211917458845,1.0,0.015536882807852467,13.74024390243901,0.7245803856290747,0.07894736842105261,0.9272210881334871,0.5133317876188268
"chest pain, weight loss",high fever,0.023170731707317073,0.27682926829268295,0.02195121951219512,0.9473684210526315,3.422211917458845,1.0,0.015536882807852467,13.74024390243901,0.7245803856290747,0.07894736842105261,0.9272210881334871,0.5133317876188268
"chest pain, continuous sneezing",high fever,0.023170731707317073,0.27682926829268295,0.02195121951219512,0.9473684210526315,3.422211917458845,1.0,0.015536882807852467,13.74024390243901,0.7245803856290747,0.07894736842105261,0.9272210881334871,0.5133317876188268
"breathlessness, yellowing of eyes",high fever,0.023170731707317073,0.27682926829268295,0.02195121951219512,0.9473684210526315,3.422211917458845,1.0,0.015536882807852467,13.74024390243901,0.7245803856290747,0.07894736842105261,0.9272210881334871,0.5133317876188268
mucoid sputum,high fever,0.023170731707317073,0.27682926829268295,0.02195121951219512,0.9473684210526315,3.422211917458845,1.0,0.015536882807852467,13.74024390243901,0.7245803856290747,0.07894736842105261,0.9272210881334871,0.5133317876188268
"back pain, chills",high fever,0.023170731707317073,0.27682926829268295,0.02195121951219512,0.9473684210526315,3.422211917458845,1.0,0.015536882807852467,13.74024390243901,0.7245803856290747,0.07894736842105261,0.9272210881334871,0.5133317876188268
"back pain, fatigue",high fever,0.023170731707317073,0.27682926829268295,0.02195121951219512,0.9473684210526315,3.422211917458845,1.0,0.015536882807852467,13.74024390243901,0.7245803856290747,0.07894736842105261,0.9272210881334871,0.5133317876188268
"back pain, vomiting",high fever,0.023170731707317073,0.27682926829268295,0.02195121951219512,0.9473684210526315,3.422211917458845,1.0,0.015536882807852467,13.74024390243901,0.7245803856290747,0.07894736842105261,0.9272210881334871,0.5133317876188268
"back pain, skin rash",high fever,0.023170731707317073,0.27682926829268295,0.02195121951219512,0.9473684210526315,3.422211917458845,1.0,0.015536882807852467,13.74024390243901,0.7245803856290747,0.07894736842105261,0.9272210881334871,0.5133317876188268
"back pain, red spots over body",high fever,0.023170731707317073,0.27682926829268295,0.02195121951219512,0.9473684210526315,3.422211917458845,1.0,0.015536882807852467,13.74024390243901,0.7245803856290747,0.07894736842105261,0.9272210881334871,0.5133317876188268
"back pain, muscle pain",high fever,0.023170731707317073,0.27682926829268295,0.02195121951219512,0.9473684210526315,3.422211917458845,1.0,0.015536882807852467,13.74024390243901,0.7245803856290747,0.07894736842105261,0.9272210881334871,0.5133317876188268
"back pain, malaise",high fever,0.023170731707317073,0.27682926829268295,0.02195121951219512,0.9473684210526315,3.422211917458845,1.0,0.015536882807852467,13.74024390243901,0.7245803856290747,0.07894736842105261,0.9272210881334871,0.5133317876188268
"back pain, joint pain",high fever,0.023170731707317073,0.27682926829268295,0.02195121951219512,0.9473684210526315,3.422211917458845,1.0,0.015536882807852467,13.74024390243901,0.7245803856290747,0.07894736842105261,0.9272210881334871,0.5133317876188268
"abdominal pain, acute liver failure",high fever,0.023170731707317073,0.27682926829268295,0.02195121951219512,0.9473684210526315,3.422211917458845,1.0,0.015536882807852467,13.74024390243901,0.7245803856290747,0.07894736842105261,0.9272210881334871,0.5133317876188268
"acute liver failure, yellowing of eyes",high fever,0.023170731707317073,0.27682926829268295,0.02195121951219512,0.9473684210526315,3.422211917458845,1.0,0.015536882807852467,13.74024390243901,0.7245803856290747,0.07894736842105261,0.9272210881334871,0.5133317876188268
"acute liver failure, stomach bleeding",high fever,0.023170731707317073,0.27682926829268295,0.02195121951219512,0.9473684210526315,3.422211917458845,1.0,0.015536882807852467,13.74024390243901,0.7245803856290747,0.07894736842105261,0.9272210881334871,0.5133317876188268
"acute liver failure, loss of appetite",high fever,0.023170731707317073,0.27682926829268295,0.02195121951219512,0.9473684210526315,3.422211917458845,1.0,0.015536882807852467,13.74024390243901,0.7245803856290747,0.07894736842105261,0.9272210881334871,0.5133317876188268
"blood in sputum, weight loss",high fever,0.023170731707317073,0.27682926829268295,0.02195121951219512,0.9473684210526315,3.422211917458845,1.0,0.015536882807852467,13.74024390243901,0.7245803856290747,0.07894736842105261,0.9272210881334871,0.5133317876188268
"blood in sputum, vomiting",high fever,0.023170731707317073,0.27682926829268295,0.02195121951219512,0.9473684210526315,3.422211917458845,1.0,0.015536882807852467,13.74024390243901,0.7245803856290747,0.07894736842105261,0.9272210881334871,0.5133317876188268
"blood in sputum, sweating",high fever,0.023170731707317073,0.27682926829268295,0.02195121951219512,0.9473684210526315,3.422211917458845,1.0,0.015536882807852467,13.74024390243901,0.7245803856290747,0.07894736842105261,0.9272210881334871,0.5133317876188268
"blood in sputum, fatigue",high fever,0.023170731707317073,0.27682926829268295,0.02195121951219512,0.9473684210526315,3.422211917458845,1.0,0.015536882807852467,13.74024390243901,0.7245803856290747,0.07894736842105261,0.9272210881334871,0.5133317876188268
"blood in sputum, cough",high fever,0.023170731707317073,0.27682926829268295,0.02195121951219512,0.9473684210526315,3.422211917458845,1.0,0.015536882807852467,13.74024390243901,0.7245803856290747,0.07894736842105261,0.9272210881334871,0.5133317876188268
"acute liver failure, coma",high fever,0.023170731707317073,0.27682926829268295,0.02195121951219512,0.9473684210526315,3.422211917458845,1.0,0.015536882807852467,13.74024390243901,0.7245803856290747,0.07894736842105261,0.9272210881334871,0.5133317876188268
"blood in sputum, chills",high fever,0.023170731707317073,0.27682926829268295,0.02195121951219512,0.9473684210526315,3.422211917458845,1.0,0.015536882807852467,13.74024390243901,0.7245803856290747,0.07894736842105261,0.9272210881334871,0.5133317876188268
"blood in sputum, breathlessness",high fever,0.023170731707317073,0.27682926829268295,0.02195121951219512,0.9473684210526315,3.422211917458845,1.0,0.015536882807852467,13.74024390243901,0.7245803856290747,0.07894736842105261,0.9272210881334871,0.5133317876188268
"congestion, continuous sneezing",high fever,0.023170731707317073,0.27682926829268295,0.02195121951219512,0.9473684210526315,3.422211917458845,1.0,0.015536882807852467,13.74024390243901,0.7245803856290747,0.07894736842105261,0.9272210881334871,0.5133317876188268
"coma, yellowish skin",high fever,0.023170731707317073,0.27682926829268295,0.02195121951219512,0.9473684210526315,3.422211917458845,1.0,0.015536882807852467,13.74024390243901,0.7245803856290747,0.07894736842105261,0.9272210881334871,0.5133317876188268
"coma, vomiting",high fever,0.023170731707317073,0.27682926829268295,0.02195121951219512,0.9473684210526315,3.422211917458845,1.0,0.015536882807852467,13.74024390243901,0.7245803856290747,0.07894736842105261,0.9272210881334871,0.5133317876188268
"coma, nausea",high fever,0.023170731707317073,0.27682926829268295,0.02195121951219512,0.9473684210526315,3.422211917458845,1.0,0.015536882807852467,13.74024390243901,0.7245803856290747,0.07894736842105261,0.9272210881334871,0.5133317876188268
"coma, joint pain",high fever,0.023170731707317073,0.27682926829268295,0.02195121951219512,0.9473684210526315,3.422211917458845,1.0,0.015536882807852467,13.74024390243901,0.7245803856290747,0.07894736842105261,0.9272210881334871,0.5133317876188268
"coma, fatigue",high fever,0.023170731707317073,0.27682926829268295,0.02195121951219512,0.9473684210526315,3.422211917458845,1.0,0.015536882807852467,13.74024390243901,0.7245803856290747,0.07894736842105261,0.9272210881334871,0.5133317876188268
"congestion, cough",high fever,0.023170731707317073,0.27682926829268295,0.02195121951219512,0.9473684210526315,3.422211917458845,1.0,0.015536882807852467,13.74024390243901,0.7245803856290747,0.07894736842105261,0.9272210881334871,0.5133317876188268
acute liver failure,high fever,0.023170731707317073,0.27682926829268295,0.02195121951219512,0.9473684210526315,3.422211917458845,1.0,0.015536882807852467,13.74024390243901,0.7245803856290747,0.07894736842105261,0.9272210881334871,0.5133317876188268
"congestion, swelled lymph nodes",high fever,0.023170731707317073,0.27682926829268295,0.02195121951219512,0.9473684210526315,3.422211917458845,1.0,0.015536882807852467,13.74024390243901,0.7245803856290747,0.07894736842105261,0.9272210881334871,0.5133317876188268
"congestion, malaise",high fever,0.023170731707317073,0.27682926829268295,0.02195121951219512,0.9473684210526315,3.422211917458845,1.0,0.015536882807852467,13.74024390243901,0.7245803856290747,0.07894736842105261,0.9272210881334871,0.5133317876188268
"congestion, headache",high fever,0.023170731707317073,0.27682926829268295,0.02195121951219512,0.9473684210526315,3.422211917458845,1.0,0.015536882807852467,13.74024390243901,0.7245803856290747,0.07894736842105261,0.9272210881334871,0.5133317876188268
"congestion, fatigue",high fever,0.023170731707317073,0.27682926829268295,0.02195121951219512,0.9473684210526315,3.422211917458845,1.0,0.015536882807852467,13.74024390243901,0.7245803856290747,0.07894736842105261,0.9272210881334871,0.5133317876188268
"coma, dark urine",high fever,0.023170731707317073,0.27682926829268295,0.02195121951219512,0.9473684210526315,3.422211917458845,1.0,0.015536882807852467,13.74024390243901,0.7245803856290747,0.07894736842105261,0.9272210881334871,0.5133317876188268
"continuous sneezing, throat irritation",high fever,0.023170731707317073,0.27682926829268295,0.02195121951219512,0.9473684210526315,3.422211917458845,1.0,0.015536882807852467,13.74024390243901,0.7245803856290747,0.07894736842105261,0.9272210881334871,0.5133317876188268
"continuous sneezing, sinus pressure",high fever,0.023170731707317073,0.27682926829268295,0.02195121951219512,0.9473684210526315,3.422211917458845,1.0,0.015536882807852467,13.74024390243901,0.7245803856290747,0.07894736842105261,0.9272210881334871,0.5133317876188268
"continuous sneezing, runny nose",high fever,0.023170731707317073,0.27682926829268295,0.02195121951219512,0.9473684210526315,3.422211917458845,1.0,0.015536882807852467,13.74024390243901,0.7245803856290747,0.07894736842105261,0.9272210881334871,0.5133317876188268
"continuous sneezing, redness of eyes",high fever,0.023170731707317073,0.27682926829268295,0.02195121951219512,0.9473684210526315,3.422211917458845,1.0,0.015536882807852467,13.74024390243901,0.7245803856290747,0.07894736842105261,0.9272210881334871,0.5133317876188268
"continuous sneezing, phlegm",high fever,0.023170731707317073,0.27682926829268295,0.02195121951219512,0.9473684210526315,3.422211917458845,1.0,0.015536882807852467,13.74024390243901,0.7245803856290747,0.07894736842105261,0.9272210881334871,0.5133317876188268
"continuous sneezing, muscle pain",high fever,0.023170731707317073,0.27682926829268295,0.02195121951219512,0.9473684210526315,3.422211917458845,1.0,0.015536882807852467,13.74024390243901,0.7245803856290747,0.07894736842105261,0.9272210881334871,0.5133317876188268
"continuous sneezing, loss of smell",high fever,0.023170731707317073,0.27682926829268295,0.02195121951219512,0.9473684210526315,3.422211917458845,1.0,0.015536882807852467,13.74024390243901,0.7245803856290747,0.07894736842105261,0.9272210881334871,0.5133317876188268
"cough, fast heart rate",high fever,0.023170731707317073,0.27682926829268295,0.02195121951219512,0.9473684210526315,3.422211917458845,1.0,0.015536882807852467,13.74024390243901,0.7245803856290747,0.07894736842105261,0.9272210881334871,0.5133317876188268
"chills, redness of eyes",high fever,0.023170731707317073,0.27682926829268295,0.02195121951219512,0.9473684210526315,3.422211917458845,1.0,0.015536882807852467,13.74024390243901,0.7245803856290747,0.07894736842105261,0.9272210881334871,0.5133317876188268
"chills, yellowing of eyes",high fever,0.023170731707317073,0.27682926829268295,0.02195121951219512,0.9473684210526315,3.422211917458845,1.0,0.015536882807852467,13.74024390243901,0.7245803856290747,0.07894736842105261,0.9272210881334871,0.5133317876188268
"chills, throat irritation",high fever,0.023170731707317073,0.27682926829268295,0.02195121951219512,0.9473684210526315,3.422211917458845,1.0,0.015536882807852467,13.74024390243901,0.7245803856290747,0.07894736842105261,0.9272210881334871,0.5133317876188268
"chills, sinus pressure",high fever,0.023170731707317073,0.27682926829268295,0.02195121951219512,0.9473684210526315,3.422211917458845,1.0,0.015536882807852467,13.74024390243901,0.7245803856290747,0.07894736842105261,0.9272210881334871,0.5133317876188268
"chills, rusty sputum",high fever,0.023170731707317073,0.27682926829268295,0.02195121951219512,0.9473684210526315,3.422211917458845,1.0,0.015536882807852467,13.74024390243901,0.7245803856290747,0.07894736842105261,0.9272210881334871,0.5133317876188268
"chills, runny nose",high fever,0.023170731707317073,0.27682926829268295,0.02195121951219512,0.9473684210526315,3.422211917458845,1.0,0.015536882807852467,13.74024390243901,0.7245803856290747,0.07894736842105261,0.9272210881334871,0.5133317876188268
"chills, pain behind the eyes",high fever,0.023170731707317073,0.27682926829268295,0.02195121951219512,0.9473684210526315,3.422211917458845,1.0,0.015536882807852467,13.74024390243901,0.7245803856290747,0.07894736842105261,0.9272210881334871,0.5133317876188268
"chills, mild fever",high fever,0.023170731707317073,0.27682926829268295,0.02195121951219512,0.9473684210526315,3.422211917458845,1.0,0.015536882807852467,13.74024390243901,0.7245803856290747,0.07894736842105261,0.9272210881334871,0.5133317876188268
"chills, loss of smell",high fever,0.023170731707317073,0.27682926829268295,0.02195121951219512,0.9473684210526315,3.422211917458845,1.0,0.015536882807852467,13.74024390243901,0.7245803856290747,0.07894736842105261,0.9272210881334871,0.5133317876188268
"chills, congestion",high fever,0.023170731707317073,0.27682926829268295,0.02195121951219512,0.9473684210526315,3.422211917458845,1.0,0.015536882807852467,13.74024390243901,0.7245803856290747,0.07894736842105261,0.9272210881334871,0.5133317876188268
"chills, fast heart rate",high fever,0.023170731707317073,0.27682926829268295,0.02195121951219512,0.9473684210526315,3.422211917458845,1.0,0.015536882807852467,13.74024390243901,0.7245803856290747,0.07894736842105261,0.9272210881334871,0.5133317876188268
"headache, malaise",high fever,0.06829268292682927,0.27682926829268295,0.06463414634146342,0.9464285714285714,3.4188168659534295,1.0,0.04572873289708507,13.49918699186991,0.7593598735552702,0.23043478260869563,0.9259214647072994,0.5899543738200126
"chills, muscle pain",high fever,0.06829268292682927,0.27682926829268295,0.06463414634146342,0.9464285714285714,3.4188168659534295,1.0,0.04572873289708507,13.49918699186991,0.7593598735552702,0.23043478260869563,0.9259214647072994,0.5899543738200126
"fatigue, phlegm",high fever,0.06829268292682927,0.27682926829268295,0.06463414634146342,0.9464285714285714,3.4188168659534295,1.0,0.04572873289708507,13.49918699186991,0.7593598735552702,0.23043478260869563,0.9259214647072994,0.5899543738200126
"chills, phlegm",high fever,0.06829268292682927,0.27682926829268295,0.06463414634146342,0.9464285714285714,3.4188168659534295,1.0,0.04572873289708507,13.49918699186991,0.7593598735552702,0.23043478260869563,0.9259214647072994,0.5899543738200126
"cough, phlegm",high fever,0.06829268292682927,0.27682926829268295,0.06463414634146342,0.9464285714285714,3.4188168659534295,1.0,0.04572873289708507,13.49918699186991,0.7593598735552702,0.23043478260869563,0.9259214647072994,0.5899543738200126
"fatigue, red spots over body",high fever,0.045121951219512194,0.27682926829268295,0.042682926829268296,0.945945945945946,3.4170734611263245,1.0,0.0301918500892326,13.378658536585393,0.7407772304324027,0.15283842794759825,0.9252540905154735,0.5500654839861889
"fatigue, mild fever",high fever,0.045121951219512194,0.27682926829268295,0.042682926829268296,0.945945945945946,3.4170734611263245,1.0,0.0301918500892326,13.378658536585393,0.7407772304324027,0.15283842794759825,0.9252540905154735,0.5500654839861889
"cough, swelled lymph nodes",high fever,0.045121951219512194,0.27682926829268295,0.042682926829268296,0.945945945945946,3.4170734611263245,1.0,0.0301918500892326,13.378658536585393,0.7407772304324027,0.15283842794759825,0.9252540905154735,0.5500654839861889
"fatigue, muscle pain",high fever,0.045121951219512194,0.27682926829268295,0.042682926829268296,0.945945945945946,3.4170734611263245,1.0,0.0301918500892326,13.378658536585393,0.7407772304324027,0.15283842794759825,0.9252540905154735,0.5500654839861889
"breathlessness, malaise",high fever,0.045121951219512194,0.27682926829268295,0.042682926829268296,0.945945945945946,3.4170734611263245,1.0,0.0301918500892326,13.378658536585393,0.7407772304324027,0.15283842794759825,0.9252540905154735,0.5500654839861889
"breathlessness, phlegm",high fever,0.045121951219512194,0.27682926829268295,0.042682926829268296,0.945945945945946,3.4170734611263245,1.0,0.0301918500892326,13.378658536585393,0.7407772304324027,0.15283842794759825,0.9252540905154735,0.5500654839861889
"loss of appetite, skin rash",high fever,0.045121951219512194,0.27682926829268295,0.042682926829268296,0.945945945945946,3.4170734611263245,1.0,0.0301918500892326,13.378658536585393,0.7407772304324027,0.15283842794759825,0.9252540905154735,0.5500654839861889
"malaise, skin rash",high fever,0.045121951219512194,0.27682926829268295,0.042682926829268296,0.945945945945946,3.4170734611263245,1.0,0.0301918500892326,13.378658536585393,0.7407772304324027,0.15283842794759825,0.9252540905154735,0.5500654839861889
"malaise, sweating",high fever,0.045121951219512194,0.27682926829268295,0.042682926829268296,0.945945945945946,3.4170734611263245,1.0,0.0301918500892326,13.378658536585393,0.7407772304324027,0.15283842794759825,0.9252540905154735,0.5500654839861889
"malaise, vomiting",high fever,0.045121951219512194,0.27682926829268295,0.042682926829268296,0.945945945945946,3.4170734611263245,1.0,0.0301918500892326,13.378658536585393,0.7407772304324027,0.15283842794759825,0.9252540905154735,0.5500654839861889
"phlegm, sweating",high fever,0.045121951219512194,0.27682926829268295,0.042682926829268296,0.945945945945946,3.4170734611263245,1.0,0.0301918500892326,13.378658536585393,0.7407772304324027,0.15283842794759825,0.9252540905154735,0.5500654839861889
"chills, swelled lymph nodes",high fever,0.045121951219512194,0.27682926829268295,0.042682926829268296,0.945945945945946,3.4170734611263245,1.0,0.0301918500892326,13.378658536585393,0.7407772304324027,0.15283842794759825,0.9252540905154735,0.5500654839861889
"red spots over body, skin rash",high fever,0.045121951219512194,0.27682926829268295,0.042682926829268296,0.945945945945946,3.4170734611263245,1.0,0.0301918500892326,13.378658536585393,0.7407772304324027,0.15283842794759825,0.9252540905154735,0.5500654839861889
"headache, skin rash",high fever,0.045121951219512194,0.27682926829268295,0.042682926829268296,0.945945945945946,3.4170734611263245,1.0,0.0301918500892326,13.378658536585393,0.7407772304324027,0.15283842794759825,0.9252540905154735,0.5500654839861889
"malaise, muscle pain",high fever,0.045121951219512194,0.27682926829268295,0.042682926829268296,0.945945945945946,3.4170734611263245,1.0,0.0301918500892326,13.378658536585393,0.7407772304324027,0.15283842794759825,0.9252540905154735,0.5500654839861889
"cough, malaise",high fever,0.06707317073170732,0.27682926829268295,0.06341463414634146,0.9454545454545454,3.415298358029635,1.0,0.04484681737061273,13.258130081300807,0.7580442433383611,0.2260869565217391,0.9245745822474322,0.5872647176611934
"fatigue, swelled lymph nodes",high fever,0.06707317073170732,0.27682926829268295,0.06341463414634146,0.9454545454545454,3.415298358029635,1.0,0.04484681737061273,13.258130081300807,0.7580442433383611,0.2260869565217391,0.9245745822474322,0.5872647176611934
"joint pain, loss of appetite",abdominal pain,0.09024390243902439,0.2097560975609756,0.06463414634146342,0.7162162162162162,3.414519170333124,1.0,0.04570493753718025,2.7846689895470385,0.7772775557691335,0.2746113989637306,0.6408908908908909,0.5121778755499686
"chills, malaise",high fever,0.08902439024390243,0.27682926829268295,0.08414634146341464,0.9452054794520549,3.414398648240903,1.0,0.059501784651992864,13.197865853658564,0.7762256756494577,0.29870129870129875,0.9242301739471923,0.624585118580653
"breathlessness, chills",high fever,0.04390243902439024,0.27682926829268295,0.041463414634146344,0.9444444444444445,3.4116495349975526,1.0,0.029309934562760265,13.017073170731727,0.7393457382953181,0.148471615720524,0.9231778152520144,0.5471120900636319
"cough, sweating",high fever,0.04390243902439024,0.27682926829268295,0.041463414634146344,0.9444444444444445,3.4116495349975526,1.0,0.029309934562760265,13.017073170731727,0.7393457382953181,0.148471615720524,0.9231778152520144,0.5471120900636319
"vomiting, weight loss",high fever,0.04390243902439024,0.27682926829268295,0.041463414634146344,0.9444444444444445,3.4116495349975526,1.0,0.029309934562760265,13.017073170731727,0.7393457382953181,0.148471615720524,0.9231778152520144,0.5471120900636319
"headache, swelled lymph nodes",high fever,0.04390243902439024,0.27682926829268295,0.041463414634146344,0.9444444444444445,3.4116495349975526,1.0,0.029309934562760265,13.017073170731727,0.7393457382953181,0.148471615720524,0.9231778152520144,0.5471120900636319
"fatigue, skin rash",high fever,0.04390243902439024,0.27682926829268295,0.041463414634146344,0.9444444444444445,3.4116495349975526,1.0,0.029309934562760265,13.017073170731727,0.7393457382953181,0.148471615720524,0.9231778152520144,0.5471120900636319
"abdominal pain, weight loss",high fever,0.02195121951219512,0.27682926829268295,0.020731707317073172,0.9444444444444445,3.4116495349975526,1.0,0.014654967281380132,13.017073170731727,0.7227519436702362,0.07456140350877193,0.9231778152520144,0.5096671561429271
patches in throat,high fever,0.02195121951219512,0.27682926829268295,0.020731707317073172,0.9444444444444445,3.4116495349975526,1.0,0.014654967281380132,13.017073170731727,0.7227519436702362,0.07456140350877193,0.9231778152520144,0.5096671561429271
muscle wasting,high fever,0.02195121951219512,0.27682926829268295,0.020731707317073172,0.9444444444444445,3.4116495349975526,1.0,0.014654967281380132,13.017073170731727,0.7227519436702362,0.07456140350877193,0.9231778152520144,0.5096671561429271
extra marital contacts,high fever,0.02195121951219512,0.27682926829268295,0.020731707317073172,0.9444444444444445,3.4116495349975526,1.0,0.014654967281380132,13.017073170731727,0.7227519436702362,0.07456140350877193,0.9231778152520144,0.5096671561429271
"chills, joint pain",high fever,0.02195121951219512,0.27682926829268295,0.020731707317073172,0.9444444444444445,3.4116495349975526,1.0,0.014654967281380132,13.017073170731727,0.7227519436702362,0.07456140350877193,0.9231778152520144,0.5096671561429271
"chills, red spots over body",high fever,0.02195121951219512,0.27682926829268295,0.020731707317073172,0.9444444444444445,3.4116495349975526,1.0,0.014654967281380132,13.017073170731727,0.7227519436702362,0.07456140350877193,0.9231778152520144,0.5096671561429271
"chills, skin rash",high fever,0.02195121951219512,0.27682926829268295,0.020731707317073172,0.9444444444444445,3.4116495349975526,1.0,0.014654967281380132,13.017073170731727,0.7227519436702362,0.07456140350877193,0.9231778152520144,0.5096671561429271
"chills, weight loss",high fever,0.02195121951219512,0.27682926829268295,0.020731707317073172,0.9444444444444445,3.4116495349975526,1.0,0.014654967281380132,13.017073170731727,0.7227519436702362,0.07456140350877193,0.9231778152520144,0.5096671561429271
"breathlessness, weight loss",high fever,0.02195121951219512,0.27682926829268295,0.020731707317073172,0.9444444444444445,3.4116495349975526,1.0,0.014654967281380132,13.017073170731727,0.7227519436702362,0.07456140350877193,0.9231778152520144,0.5096671561429271
"breathlessness, family history",high fever,0.02195121951219512,0.27682926829268295,0.020731707317073172,0.9444444444444445,3.4116495349975526,1.0,0.014654967281380132,13.017073170731727,0.7227519436702362,0.07456140350877193,0.9231778152520144,0.5096671561429271
